refseq_name	AP_SK_MllAF9_BMTs_01_wtGMP_1	AP_SK_MllAF9_BMTs_02_wtGMP_2	AP_SK_MllAF9_BMTs_03_wtGMP_3	AP_SK_MllAF9_BMTs_04_wtGMP_4	AP_SK_MllAF9_BMTs_05_LTearly_1_M2grD2	AP_SK_MllAF9_BMTs_06_LTearly_2_M3grE2	AP_SK_MllAF9_BMTs_07_LTearly_3_M4grLT3	AP_SK_MllAF9_BMTs_08_LTearly_4_M2grLT5	AP_SK_MllAF9_BMTs_09_LTlate_1_M2grLT3	AP_SK_MllAF9_BMTs_10_LTlate_2_M6grLT3	AP_SK_MllAF9_BMTs_11_LTlate_3_M3grD2	AP_SK_MllAF9_BMTs_12_LTlate_4_M3grG2	AP_SK_MllAF9_BMTs_13_BMTGMP_1_M1grV	AP_SK_MllAF9_BMTs_14_BMTGMP_2_M2grV	AP_SK_MllAF9_BMTs_15_BMTGMP_3_M1grW	AP_SK_MllAF9_BMTs_16_BMTGMP_4_M1grX
NM_001024624	32	19	22	9	33	16	16	10	4	41	59	0	19	8	11	33
NM_001024626	67.5	11	13	28	2	55	0	27	27	28	29	151	75	96	42	59
NM_001024645	2	0	0	0	6	0	0	0	0	0	0	0	9	19	4	0
NM_001024672	6	10.33333	0	9	14	7	0	4	21	0	0.66667	29.16667	14	0	9.83333	18
NM_001024673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024698	6	0	4	0	0	2	0	0	11	0	0	0	0	61	0	0
NM_001024699	121	70	12	27	22	53	18	118	67	108	162	159	170	180	94	103
NM_001024702	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
NM_001024703	41	12	18	53	66	21	100	36	193	7	0	39	81	340	60	177
NM_001024705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024706	0.01923	0.55996	0	0	2.37095	3.99539	1.20339	2.59474	0	10.35284	1.29257	0.95349	0.66667	1.41667	0.69436	3.0824
NM_001024707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NM_001024709	0	0	0	0	1.71429	0	0.85714	0	0	0	1.42857	0	0.25	0	0	1
NM_001024712	0.63161	1.42573	0.53333	0.07407	7.8865	4.03814	6.17145	3.07689	2.91066	3.54864	1.29061	3.23159	2.19467	0.35404	2.81581	5.88234
NM_001024714	1	0	0	0	16	0	0	0	0	18	0	0	0	0	2	0
NM_001024716	658.25	224	260.5	373	1495.125	953	593.5	1747.06667	1802.1	2185.41667	1868	2114.07143	1212.58333	1282	1427.5	679.125
NM_001024717	1.65752	0	0.0381	0	0.09091	0	0.18765	0	0.25758	0	0.46047	4.03296	2	0.39623	0.14751	22.06615
NM_001024719	0	0	0	0	0.33333	0	5	0	9.5	10.66667	0	42.33333	12.41667	0	0	5.33333
NM_001024720	5	11	0	0	44	47	35	14	1	52	0	19	81	49	13	41
NM_001024721	818	139.5	511.5	262	150.5	117	143	228.5	259.5	331.04762	385.5	359.5	660.5	146.5	276.5	107
NM_001024726	33.38889	40.4217	71	63.7	100.20748	54.17857	14.39286	95.63993	70.42837	196.7803	161.83333	173.87381	288.16667	123	96.05038	78.22643
NM_001024728	3947.25198	1139.15	2092.11472	1404.11468	947.04722	920.50794	664.81746	3272.79881	2418.70036	4800.67778	5194.70794	6742.01944	4459.3877	3931.12381	3223.47143	1381.10357
NM_001024731	32.5	18	53	0	14	30	16	71	7	62.4	41.16667	52	19	87	18.64286	8
NM_001024806	2578	893.5	1890.5	1052	1016	1179	728.5	2502	2596	3625	3508	5249	3331.5	2295	2109	1107
NM_001024837	0.21053	0	13	0	21.01667	0.25	0	0	39.02439	8	48	2.01493	21	1	22	19.69643
NM_001024841	5	2	8	1	0	0	0	0	8	3	0	23	0	0	0	0
NM_001024842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024846	905	284	510	305	683	642	474	1567	1133	1504	1502	2817	1671	920	1068	486
NM_001024848	0	3	0	0	0.5	1.5	16.33333	0	0	0	0	0.66667	0	0	28.5	6
NM_001024849	187.70425	85.25049	93.42917	56.5491	35.69572	63.32369	13.99395	191.98677	63.57512	166.94121	167.86991	231.21305	127.3215	119.61251	112.15356	62.9833
NM_001024850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
NM_001024851	0	0	2	0	9	0	11	0	0	0	19	0	0	0	0	0
NM_001024853	148	9	28	39	21	13	24	30	32	64	123	153	103	140	75	16
NM_001024854	115	9	28	43	21	13	24	30	11	41	123	153	103	140	72	16
NM_001024856	274	121.37634	79	111	136	220	67	255.03333	236	374	442.51087	755.01111	348	339	326	156
NM_001024857	274	121.37634	79	111	136	220	67	255.03333	215	351	428.51087	756.01111	348	339	311	156
NM_001024910	127	21	88	82	125	134	86	449	243	475	529	684	441	211	354	147
NM_001024911	135	23	111	82	125	134	86	452	273	478	569	700	451	211	359	135
NM_001024917	437	237	179	288	427	326	249	629	847	721	980	1929	1013	648	815	582
NM_001024918	12	13	21	0	21	0	0	0	19	0	0	0	3	0	11	5
NM_001024919	50	9	9	4	1.5	8	31.5	51	50.5	74	1	50	30	5	56.5	14
NM_001024920	11	0	0	11	0	0	2	0	0	0	0	2	0	0	0	8
NM_001024922	856	388	466	491	242	301	94	864	429	1036	1118	1079	944	870	590	397
NM_001024926	27	10	0	0	6	11	36	67	30.16667	53.03913	11.125	2	51.90952	48	2.45238	21.18333
NM_001024927	11	15	0	3	21	16	0	57	39	167	12	28	47	2	11	24
NM_001024928	26	25	38	19	12	1	3	32	0	53	56	34	40	57	49	8
NM_001024931	3	0	0	0	2	12	0	0	0	11	0	0	0	0	0	0
NM_001024932	21	21	4.83333	3	479.33333	286	282.5	412	760.16667	654.16667	998.83333	1017.5	465.66667	840	391.16667	402
NM_001024945	76	33	100	37	170	62	184	261	283	374	153	280	214	326	231	40
NM_001024950	35	41	11	18	59	28	35	38	55	97	12	75	69	18	18	0
NM_001024952	698	239	346	279	593	374	358	981	630	954	1121	1536	934.5	840	625	390
NM_001024954	68	37	9	9	10	8	0	28	1	0	0	30	14	3	0	7
NM_001024955	2560	898	1471	1042	985	1139	704	2600	2863	3331	2933	4568	6162	2975	2491	2329
NM_001025067	151	40	105	143	111	102	115	206	202	289	295	563	284	276	217	197
NM_001025074	0	0	39	16	29	0	0	0	0	25	0	14	13	0	0	0
NM_001025083	0	0	0	0	5	0	0	0	13	0	0	0	0	0	0	0
NM_001025084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001025085	0	0.4031	0	0	1.18276	0.36772	3.57839	0	1.41176	0.79103	1.50941	1.29964	1.7815	0	2.89436	0.35714
NM_001025086	0	2.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001025093	551.1	112	299.01818	168	275	186.03226	127	486	512	516.04348	632	599	644	400	275	323.02439
NM_001025102	248	45	126	111	96	135	86	289	337	573	488	680	471	444	288	168
NM_001025103	50.33794	13.23828	36.23093	19.02105	13.1682	59.0139	3.19232	261.57686	151.81935	150.61384	76.35903	108.57728	260.62321	142.08469	169.03379	114.95723
NM_001025106	174	67	81	37	80	17	14	91	49	111	126	275	227	196	74	107
NM_001025156	925	327	549	333.5	378.5	449	331	1214.5	1220	1258.5	1812	1490	1616.5	1020.5	889	611.5
NM_001025163	6	7	21	6	76	25	10	39	47	30	34	98	14	74	28	73
NM_001025192	33	22	39	9	45	92	0	193	78	41	32	2	37	153	2	281
NM_001025208	177.50958	55.06683	89.54467	76.70606	98.55372	29.59343	71.88583	74.30283	230.21691	230.315	223.22024	131.55735	234.77311	127.84489	111.79987	34.50534
NM_001025240	0	9	8	0	21.5	7	0	0	0	10	0	15	0	0	0	5
NM_001025241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001025244	0	16.5	0	0	0	0	13	0	0	1	0	0	0	0	0	0
NM_001025245	274	51	158.88949	161	328.4375	288.25	56	469	587.5	584.18605	529.85276	603.5383	204	249	477.95604	155.57692
NM_001025246	22	7	0	14	73	44	17	48	105	25	28	78.33333	6	16	30.125	16
NM_001025250	577	124	562	227	890	511	223	1050	1123	781	733	1196.5	1212	1037	662	960
NM_001025251	32	5	0	1	38	35	6	32	52	32	34	43	21	36	36	21
NM_001025254	25	4	0	1	38	33	6	3	20	18	31	29	15	36	24	20
NM_001025255	32	5	0	1	38	35	6	32	52	32	34	43	21	36	36	21
NM_001025256	32	5	0	1	38	35	6	32	52	32	34	43	21	36	36	3
NM_001025257	578	126	567	215	908	529	222	1059	1095	775	730	1182.5	1198	1056	651	966
NM_001025258	32	5	0	1	38	35	6	32	52	32	34	43	21	36	36	21
NM_001025259	32	5	0	1	38	35	6	32	52	32	34	43	21	36	36	3
NM_001025260	0	0	0	0	0	0.25	0	0.61364	1.125	0	0	0	1.18182	2	0	0
NM_001025261	200.5	109.5	189	81	306	315.5	370.5	377.5	505	1021	610.5	581	449	129.5	522	52
NM_001025262	200.5	109.5	197	95	307	330.5	375.5	377.5	505	1021	610.5	581	463	129.5	522	52
NM_001025263	211.5	113.5	261	81	326	319.5	410.5	414.5	531	1135	636.5	585	482	133.5	580	54
NM_001025264	211.5	113.5	261	81	326	319.5	410.5	414.5	531	1135	636.5	585	482	133.5	580	54
NM_001025286	0	0	0	0	18	11	4	0	0	0	0	1	0	13	4	0
NM_001025296	179	78	28	53	19	56	47	62	159	134.5	99	208	283.5	121	196	51.5
NM_001025305	0	7	0	27	28	38	0	14	0	1	27	0	0	0	45	0
NM_001025307	162	64	63	59	8	79	83	298	54	329	671	511	184	124	307	76
NM_001025309	351	51	124	154	268	154	138	596	467	471	524	611	642	351.5	353	337
NM_001025310	27	25	42	36	52	34	8	19	60	101	100	121	124	29	45	36
NM_001025311	27	24	42	36	51	34	8	19	60	94	79	101	118	29	45	36
NM_001025312	230	29	68	104	180	216	155	253	534	554	379	471	623	242	352	163
NM_001025313	553.63349	183.11452	375.52574	223.33149	301.26923	334.23839	487.90762	878.61454	935.53377	1337.30325	895.6378	1406.42526	659.5649	470.29671	848.37958	323.1668
NM_001025351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001025353	0	0	0	0	6	19	0	0	1	21	0	21	0	0	10	0
NM_001025360	512	236	267	249	594	369	171	926	892	1694	1070	1375	928	714	610	554
NM_001025364	0	1	0	0	0	0	1	4	0	0	0	19	0	0	0	0
NM_001025365	160	84	103	66	44	114	116	243	281	504	197	338	239	162	271	109
NM_001025371	111	7.5	58.5	8	41	77	69.5	124.5	101.5	225.5	175	171	107.5	143	151	81.5
NM_001025372	0	17	0.14286	0	25	19	0	0	17.35	14	0	27.16667	39	34	3.05	2
NM_001025373	58.025	55	68.03333	29	45.5	62	69.02564	209.22727	216.55128	213	181.11351	262	157	132.5	177.34516	66
NM_001025375	313	62	239	70	34	67	24	216	81	133	303	318	323	170	264	111
NM_001025376	281	59	208	61	35	58	24	164	99	161	188	339	221	151	216	96
NM_001025377	767	261	263	237	221	450	425	1303	1285	1507	1534	1814	1093	663	746	607
NM_001025378	462	165	120	171	73	82	27	335	151	384	253	536	468	254	145	258
NM_001025379	0	0	0	0	0	0	18	21	0	0	0	0	55	0	3	0
NM_001025380	3	0	7.5	0.5	5	4.33333	0	20	9.5	26.66667	0	0.5	10.5	0	4	0
NM_001025381	0	0	0	1	0	0	0	7	14	0	0	0	5	18	8	1
NM_001025382	159	76	61	42	377	255	145	625	556	665	521	514	408	224	314	382
NM_001025383	0	0.33333	2	0	1	0	1	9.33333	1.33333	4.33333	0.66667	0.66667	0	5.66667	46	4
NM_001025384	0	0.33333	2	0	1	0	1	9.33333	1.33333	4.33333	0.66667	0.66667	0	5.66667	46	4
NM_001025385	0	0	0	0	8	3	0	0	0	7	0	0	23	0	0	0
NM_001025386	8	0	20	0	6	0	0	0	0	0	0	0	0	0	9	0
NM_001025388	1086.91667	468.5	889.35	579.76667	1171.95	964.56667	630.98333	2206.93333	1892.63333	4526.20952	3962.48571	4616.33333	1949.95	2283.02619	2058.33333	611.53333
NM_001025391	72	28	2	20	15	0	13	51	64	107	123	5	64	20	62	17
NM_001025392	11433.5	3801	7181	4916	2698.5	3878.5	2346.5	10728.5	7847.5	12886	13374.5	20503	12955.5	9843	8786.5	5197
NM_001025393	10912.5	3674	6722	4734	2617.5	3714.5	2322.5	10058.5	7455.5	12276	12548.5	19470	12355.5	9312	8347.5	4949
NM_001025395	15	5	29	0	0	0	0	0	18	18	0	1	0	4	0	0
NM_001025426	412	162	366	254	199.16667	197	148	419	454	680	433	740	827	430	535	296
NM_001025427	1352.33333	523.5	1221.66667	485.5	666.33333	474.83333	257.83333	1523.25	752.66667	2008.5	2303.41667	2335.66667	2837.58333	2477.16667	1967.5	1135.33333
NM_001025428	1409	617	829	755	1720	1107	566	2630	2221	3674	3103	3690	2297	1431	1954	1512
NM_001025429	1414	617	829	755	1723	1107	566	2630	2233	3674	3102	3695	2297	1431	1954	1512
NM_001025430	1475	630	859	764	1812	1192	590	2692	2308	3692	3232	3813	2373	1524	1972	1572
NM_001025431	63	1.5	0	39	1	16	0	19	0	7	0	0	15	19	0	4
NM_001025432	1971	755	903	941	1936	1303	1156	3158	3347	5919	4319	5609	3381	1489	2594	1578
NM_001025435	0	6	0	0	11	10	0	0	5	0.33333	18	0	0	0	0	40
NM_001025438	28	1	24	59	44	30	165	35	172	124	38	55	43	59	87	57
NM_001025439	25	1	4	55	34	30	79	35	124	100	38	55	43	59	74	57
NM_001025444	176	36	43	46	95	12	95	136	144	296	287	212	156	129	123	104
NM_001025559	5	11	0	32	41	2	10	0	40	10	3	0	1	8	0	7
NM_001025560	5	11	0	32	41	2	10	0	40	10	3	0	1	8	0	7
NM_001025561	338	151	190	204	117	65	53	331	105	338	335	363	438	318	210	168
NM_001025562	366	150	184	205	112	62	50	321	110	323	308	365	426	328	199	168
NM_001025565	0	1	0	0	43	16	14	0	0	6	30	0	2	0	0	29
NM_001025566	130.33761	51.10256	88.5	67	166.11538	172.00388	40.57676	220.34615	141.44824	375.17719	184.71517	609.90074	236.91026	270.60527	237.42907	221.65636
NM_001025567	0	0	11	0	14	42	0	0	13	0	0	0	0	0	0	26
NM_001025568	0	13	30	8	81	9	15	0	0	19	0	31	35	1	7	38
NM_001025570	0	0	0	0	16.25	5	27	0	12	10	0	0	4	0	0.03571	29
NM_001025571	4	7	21	0	1.2	0	0	28	46.33333	65	10	69.03704	0	7	8	19.75
NM_001025572	3681	972.5	1370	1553.5	1625	2186	837.5	6225.5	4715	4831.5	5125	7102	3344.5	2761	3528.5	1663.5
NM_001025573	0	13	0	0	0	0	0	0	0	0	0	0	16	0	0	0
NM_001025574	0	0	0	1.5	0	0	0	0	0.5	18.5	0	0	0	0	5	0
NM_001025575	0	8.5	1	0	0	0	21.16667	0	22	6.5	6	0	9	0	25.5	2.75
NM_001025576	0	0	0	0	14	26	33	0	0	25	11	0	0	7	6	6
NM_001025577	7	8	0	0	96.02632	27	103	21	49	213	140	78	38	9	91	37
NM_001025581	0	0	0	0	21	11	33	0	0	1	29	0	2	0	0	7
NM_001025582	89	12	18	15	55	28	29	50	115	243	18	85	103	23	102	47
NM_001025584	0	0	0	0	4	0	0	0	0	5	30	0	9	0	0	0
NM_001025585	0	0	0	0	3	9	0	0	0	1	6	0	0	0	0	0
NM_001025586	16	6	36	15	19	28	14	9	40	33	36	37	35	17	17	40
NM_001025587	16	6	36	15	19	28	14	9	40	33	39	37	35	17	17	40
NM_001025589	116	22	90	28	65	40	41	82.52835	136	211	143.0341	300	150.48649	174	152	129
NM_001025590	0	0	0	4	0	9	0	1	0	25	0	24	0	0	0	0
NM_001025594	161	67	149	93	76	51	78	207	247	182	260	381	290	203	217	126
NM_001025597	1354	535	736	539	932	1167	817	2065	2620	3364	3096	3670	2442	1769	2026	1346
NM_001025599	114	36	116	76	113	166	124	177	165	442	513	334	281	202	230	76
NM_001025600	14	17	0	0	5	4	3	0	0	49	51	105	24	0	48	46
NM_001025602	43	36	65	22	45	15	36.25	11	23	17	16.25	0	16	0	0.25	0
NM_001025605	0	7	0	0	6	0	10	3	0	0	42	0	8	8	12	17
NM_001025606	0	0	0	0	6	1	5	0	0	31	68	44	0	0	6	0
NM_001025607	0	0	0	0	0	0.47631	0	0.40541	0	0	0	0	0	0	0	0.6128
NM_001025608	424	164	271	216	222	254	197	553	403	726	828	859	809	476	438	246
NM_001025610	0	0	0	0	0	8	12	0	0	7	31	20	0	0	0	2
NM_001025612	1707	555	1130	769	480	612	374	1063	1196	1690	1904	2231	1721	1113	854	488
NM_001025613	197.29423	59	141	116.325	374.27857	260	178.01075	388.42224	637	711.77797	563.19412	701.70687	648.19643	647.25	521.237	291.03526
NM_001025614	197.29423	59	141	116.325	374.27857	260	178.01075	388.42224	637	711.77797	563.19412	701.70687	648.19643	647.25	521.237	291.03526
NM_001025615	2085	763	1239	951.5	905.53226	794	530	2221.5	1005	2608.5	2382	3843	2438.5	1524	1985	586
NM_001025617	93	63	132	136	50	86	86	171	194	260	147	455	429	153	165	117
NM_001025618	93	63	132	136	50	86	86	171	194	260	147	455	429	153	165	117
NM_001025779	483.5	234.5	233.5	310	120.5	261.5	77	312.5	236.5	442.5	560	538	912.5	402	555	459.5
NM_001025947	922.64286	302.5	510	382	362	263	199.5	585.5	454.5	919	832	1366.5	857	866	415	324
NM_001026211	238	34.5	187	93	45.5	68.5	57.5	252.5	209	162	274	362	287.5	242.5	256	70.5
NM_001026212	312	127	222	135	306	188	197	475	633	654	606	1006.5	581.5	455	546	250
NM_001026214	202	49	105	91	94	139	73	268	369	234	247	310	131	223	94	101
NM_001029836	0	0	0	0	0	3	0	4	0	0	12	0	0	0	0	0
NM_001029837	1268	668	741	719	611	978	576	1780	1732	2621	1904	2750	2020	1221	1705	909
NM_001029838	0	0	0	0	0	0	3	7	11	34	0	0	14	0	1	28
NM_001029841	848	262	455	425	488	1746	1384	2224	3521	3269	3192	3824	2834	1427	2041	848
NM_001029842	337	137	156	129	336	268	226	394	627	649	485	698	478	480	483	312
NM_001029843	2250	576	1140	754	777	915	575	2281	1392	2225	2316	3280	2988	1562	2513	922
NM_001029844	2255	585	1140	755	773	904	577	2272	1402	2232	2292	3268	2970	1573	2500	934
NM_001029850	3	17	0	0	25	14	0	12	52	17	17	26	64	15	0	25
NM_001029855	632	206	478	343.5	293	202.5	417	655.5	371	737	646.5	981	813	550	546	173
NM_001029856	2426	983	1475	1100	614	1095	593	2570	1719	2677	3057	5257	3767	3077	3032	2097
NM_001029867	0	0	0	27	0	2	0	0	0	0	0	22	0	0	0	1
NM_001029868	10	17	13	12	14	0	9	41	7	35	9	32	2	111	11	33
NM_001029872	0	13	0	1	0	0	24	25	0	1	26	0	24	32	20	12
NM_001029873	23	0	15	0	24	33	14	0	1	57	0	0	41	8	17	0
NM_001029876	290	158	276	224.13333	109	93	110	229.5	154.5	294	430.5	637	349.66667	206	190.75	206
NM_001029877	3	4	12	6	0	7	3	0	0	35	11	0	6	2	0	2
NM_001029878	0	13	0	0	49	1	1	0	0	0	1	0	75	0	27	0
NM_001029889	840	212	411	321	518	643	388	1300	1866	2356	1776	2465	1467	1146	1418	786
NM_001029890	85	45.06383	8	18	10	24	0	39	7	1	22.14286	1	18	2	2	52
NM_001029893	0	0	0	0	21	0	0	0	4	47	0	0	0	0.5	22	0
NM_001029895	273	117	153	183	202	201	101	574	469	553	652	880	859	539	440	329
NM_001029912	17	0	0	0	40	0	5	20	13	35	0	25	24	0	7	11
NM_001029929	0	0	0	0	15	0	0	0	0	0	1	0	0	0	43	0
NM_001029930	0.66202	0.64209	1.10476	0.18182	5.19942	3.88511	8.7539	0.72386	1.14575	3.10089	1.56334	3.23159	1.39325	0	0.73028	4.75262
NM_001029933	54.72381	17.05238	7.9	6.8	17.63095	63.33333	0	72.66667	18.5	74.37619	92.59524	128.88333	84.04762	79.9	34.49405	20.70238
NM_001029934	180	41	134	109	449	309	266	525	582	940	566	644	514	358	332	230
NM_001029935	0	3	0	0	0	17	0	0	0	15	0	0	0	0	0	7
NM_001029936	696	240	588	295	884	843	283	2059	1918	2667	3296	3440	1904.5	1810	1486	837
NM_001029937	0	0	17	0.02703	8	0.01471	10.05	0	0	42	14	0.01389	0	19	0.03774	22.43105
NM_001029938	27	2	0	0	0	0	0	0	0	22	5	43	0	5	11	0
NM_001029977	0	0	0	0	34.5	45	14.33333	11	40.83333	54.5	32	26	11	0	4	7.75
NM_001029978	0	6	0	0	1.33333	0	3.5	0	6	0	0	0	0	0	0	0
NM_001029979	2899	1325	2325.5	1769	1608.5	2380	812	4381	3857.5	6715.5	4942.5	6391.5	5093.5	3277	3420	3564
NM_001029982	1206.48384	284.66667	845.33535	479.83034	489.70171	306.98276	377.66183	1229.08889	989	1543.09091	1476.43738	1957.80996	1597.54444	1226.85769	880.48148	683.47857
NM_001029983	455	99	284	162	244	207	110	666	394	405	540	617	703	450	393	289
NM_001029984	0	0	0	3	7	0	0	0	0	12	0	1	0	0	0	0
NM_001029985	0	4	0	0	0	0	0	0	0	28	0	0	0	0	0	10
NM_001029987	0	12	0	8	14	23	26	12	0	5	0	0	0	0	0	8
NM_001029988	7	0	0	0	16	8	42	0	0	62	0	49	11	0	0	38
NM_001029990	26	12	0	33	29	24	3	22	33	13	78	17	79	48	0	18
NM_001029993	2194	876	1750	1209.5	1297.5	1102.5	960.5	2674	2013.5	3477.5	3700.5	4669.5	3941.5	2388.5	2177.5	1443
NM_001029994	2192	876	1726	1206.5	1279.5	1103.5	940.5	2674	2011.5	3465.5	3661.5	4669.5	3943.5	2369.5	2158.5	1437
NM_001030014	55	43	1	5	2	17	15	39	23	44	61	47	107	6	33	7
NM_001030274	195	56.5	177	82	56.5	52	97	264.5	196.5	221	359.5	445.5	526.5	256	238	204.5
NM_001030289	0	0	0	0	29	0	0	0	17	17	0	21	0	11	0	0
NM_001030290	0	0	0	0	0	11	0	0	0	0	0	0	0	0	17	14
NM_001030291	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NM_001030292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001030293	0	10	0	0	10	0	0	0	0	37	0	30	0	0	46	42
NM_001030294	4	12	10	10	2117	2044	2578	6114	286	6662	3294	3623	933	1052	6397	469
NM_001030296	0	0	2	0	21	14	0	0	11	78	7	20	5	23	21	0
NM_001030297	0	0	0	0	8	7	22	0	15	0	0	32	0	0	0	0
NM_001030305	0	8	0	0	3	8	0	0	0	0	10	0	0	0	1	0
NM_001030307	3065.11069	986.05051	2219.52941	1128.5	490.1679	343.72551	247	1198.72595	691.09583	1785.03125	2358.53889	3174.21484	3744.79573	2616.57727	1672.5	1120.03125
NM_001031621	2.5	4	0	0	8	0	43	0	3.5	22	21.5	30	4.5	7	49	22
NM_001031622	1.375	1.25	0.4	2.26667	22.59881	10.48734	12.9632	2.29167	3.41667	4.625	7.57738	12.69048	3	12.48413	5.16667	6.09524
NM_001031664	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	7
NM_001031667	418.5	74	158	180	206.5	166.5	122	499	404	496.5	426.5	526	612	241.5	295.5	159
NM_001031772	22	14	3	0	47	0	23	0	18	2	0	27	41	27	44	7
NM_001031808	259	91	182.5	94	39	96	51.5	124.5	207.5	177	317.5	288	252.5	344.5	283.5	154
NM_001031811	0	5	0	0	0	4	9	0	16	0	0	0	0	0	0	23
NM_001031814	3243.5	1180	2028.5	1580	2664	2052.5	1492.5	5084	4198.5	5697.5	5668	7586.5	5617	3917	4308.5	2629
NM_001031851	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0	0
NM_001032298	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
NM_001032378	780	214	464	259	171	141	86	619	487	949	1238	2644	640	80	526	225
NM_001032413	1	0	0	13	0	0	19	0	8	5	3	0	12	0	1	10
NM_001032414	1	0	0	13	0	0	19	0	8	5	3	0	12	0	1	10
NM_001032727	2	0	0	0	23	0	0	24	33	0	25	32	4	0	0	17
NM_001033039	0	0	4	0	0	0	0	0	0	26	21	22	16	0	0	13
NM_001033040	46	34	3	19	38	54	44	172	170	337	129	183	157	84	95	50
NM_001033041	0	0	2	4	19.09091	12	0	0	0	0	0.05577	0	0.25	0	19.01724	0.04762
NM_001033042	26	0	15.10476	0	6.2	12.30982	9.42778	0.14286	1.22296	27	14.25397	39.03704	6.14286	0.05263	0	0
NM_001033043	24	0	6	0	18	14	32	202	88	0	172	0	1	40	17	2
NM_001033122	632	195	254	263	165	179	48	202	123	139	263	417	369	311	477	199
NM_001033123	52.75704	4.4807	0.66667	9.89583	2.8885	0.25	1.43064	67.2	21.38333	1.1193	10.22884	1.03977	15.15128	23.68421	45.15789	0
NM_001033124	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12
NM_001033126	267	121	66.5	123	2	21	1	28	35	29.33333	15	9	2	20	11	63
NM_001033128	23	2	0	0.17308	19	16.5958	11	0.74194	0	13.11224	9.24695	32.14035	7.39813	10.35714	7.41923	20
NM_001033131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001033132	140	26	12	57	55	14	19	53	81	61	58	123	73	64	42	22
NM_001033135	313	95	189	170	416	135	557	387	645	1147	893	700	642	315	456	330
NM_001033136	265	53	140	87	95	104	98	210	118	261	232	437	334	136	237	127
NM_001033139	35	1	0	14	10	7	9	19	15	4	43	37	10	8	0	8
NM_001033140	76	66	119	11	16	26	11	113	11	23	85	193	123	65	44	50
NM_001033141	10	0	0	0	12	0	0	0	0	0	0	0	0	0	0	8
NM_001033142	149	43	61	51	162	157	71	286	347	405	238	350	347	214	235	149
NM_001033145	186	42	39	44	123	45	109	167	50	190	72	180	123	88	174	55
NM_001033148	2	19	14	10	37	3	0	13	0	51	33	25	50	17	36	0
NM_001033149	0	0	0	0	12	0	0	0	10	0	0	0	0	0	17	0
NM_001033150	221	139	182	76	349	107	186	320	317	479	426	393	291	261	350	162
NM_001033155	30	17	87	3	125	151	56	339	226	363	336	495	92	95	257	36
NM_001033156	555	161.5	340	262	373	250	176	364	473	604	686	1194	549	464	557	119
NM_001033157	3.07143	0.5	15.62551	2.4	7.76407	26.17294	5.2675	4	5.96429	22.07692	10.27768	3.31117	28.33549	1.66734	32.49367	20.28095
NM_001033158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001033159	125	47	45	21	128	164	74	174	369	116	218	225	170	121	93	82
NM_001033161	84	11	39	35	9	70	34	150	52	153	144	117	50	71	58	58
NM_001033162	7	0	40	0	0	0	2	5	0	57	9	146	49	18	1	21
NM_001033163	5	1	0	0	15	22	0	0	0	0	0	0	27	0	0	11
NM_001033164	311.25	184.48864	200.83333	279	151.25	310.75	152	645.2	394.83333	454.33333	569.39286	850.44545	517.81818	771.33333	492.5	377
NM_001033165	385	95	355	144	177	72	34	249	430	274	538	274	533	437	227	408
NM_001033166	366	141	201	261	56	88	77	265	242	329	320	367	403	330	335	130
NM_001033167	0	11	7	0	26	0	29	21	0	39	18	33	22	9	12	21
NM_001033168	13	0	0	0	0	0	0	0	8.5	0	0	0	0	7	0	3
NM_001033170	15	4	2	1	7	19	3	44	0	0	0	0	0	0	0	21
NM_001033171	4	3	0	0	6	0	0	0	0	11	0	0	0	0	0	0
NM_001033172	258	39	81	73	152	91	96	426	211	426	284	586	272	223	360	207
NM_001033173	169	114	43	70	201	154	26	190	110	213	316	365	289.5	254	190	164
NM_001033174	1015	399	677	601	776	548	398	2096	1468	2161	2022	2626	1737	1206	1303	893
NM_001033175	42	44	89	48	102	60	3	170	144	163	229	287	158	159	194	34
NM_001033176	0	0	0	0	0	0	12	0	0	47	0	0	0	0	0	0
NM_001033177	0	0	0	0	0	20	0	0	0	0	0	0	0	0	9	6
