refseq_name	AP_SK_MllAF9_BMTs_01_wtGMP_1	AP_SK_MllAF9_BMTs_02_wtGMP_2	AP_SK_MllAF9_BMTs_03_wtGMP_3	AP_SK_MllAF9_BMTs_04_wtGMP_4	AP_SK_MllAF9_BMTs_05_LTearly_1_M2grD2	AP_SK_MllAF9_BMTs_06_LTearly_2_M3grE2	AP_SK_MllAF9_BMTs_07_LTearly_3_M4grLT3	AP_SK_MllAF9_BMTs_08_LTearly_4_M2grLT5	AP_SK_MllAF9_BMTs_09_LTlate_1_M2grLT3	AP_SK_MllAF9_BMTs_10_LTlate_2_M6grLT3	AP_SK_MllAF9_BMTs_11_LTlate_3_M3grD2	AP_SK_MllAF9_BMTs_12_LTlate_4_M3grG2	AP_SK_MllAF9_BMTs_13_BMTGMP_1_M1grV	AP_SK_MllAF9_BMTs_14_BMTGMP_2_M2grV	AP_SK_MllAF9_BMTs_15_BMTGMP_3_M1grW	AP_SK_MllAF9_BMTs_16_BMTGMP_4_M1grX
NM_001033178	112.91667	10	31.25	26.75	41.5	47.25	67.83333	121.5	84.5	126.83333	151.33333	123.08333	135.25	93.25	94.66667	62.83333
NM_001033181	32	20	70	29	128	112	77	337	237	354	416	284	227	234	297	189
NM_001033184	0	4	0	0	0	18	0	0	0	0	0	0	0	0	0	0
NM_001033185	0	0	0	0	2	0	0	0	0	0	0	0	0	20	0	0
NM_001033186	0	0	0	0	0	14	21	0	11	0	24	0	0	0	27	23
NM_001033189	35	4	7	0	48	0	0	0	0	15	19	25	10	19	20	19
NM_001033191	0	0	0	0	32	0	31	0	0	1	0	0	19	33	0	20
NM_001033192	39	15	14	11	24	35	23	62	56	52	13	102	27	78	50	52
NM_001033194	369.5	75.5	147.5	60	131	139.5	98.5	203.5	327	522.5	457	706	386	285	140	129
NM_001033196	713	290	559	486	1130	855	883	1752	2982	3041	2033	2825	2027	1959	1778	1267
NM_001033197	47.5	4.5	32.5	18	37.5	25.5	14.5	40	25	15.5	87.5	37.5	40	29	88.5	14.5
NM_001033199	0	0	0	0	32	27	11	0	0	20	0	0	0	0	0	9
NM_001033201	925	403	782	384	477	270	282	746	542	1255	1430	1607	1388	768	709	611
NM_001033202	49	26	42	13	76	48	22	111	117	166	133	145	127	67	39	58
NM_001033204	20	0	8	29	4	8	24	11	38	18	14	53	2	27	47	17
NM_001033205	1	0	0	0	31.84615	28	0	45	0	0	0	23	0	0	0	0
NM_001033206	47	7	19	39	134	77	19	26	82	121	155	231	302	201	131	128
NM_001033207	205	44	43	99	59	47	410	78	137	138	131	103	251	84	54	86
NM_001033208	0	30	9	0	7	6	0	0	2	1	0	19	48	2	16	33
NM_001033209	43	39	61	13	70	8	18	4	27	74	42	60	126	75	144	51
NM_001033210	10	14	3	11	14	0	0	21	0	17	0	0	0	0	0	0
NM_001033211	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001033212	0	0	0	0	8	4	0	0	0	0	8	0	0	0	0	0
NM_001033213	151	46	100	118	164	76	81	272	255	419	368	734	277	256	351	159
NM_001033214	0	0	0	0	20	8	0	0	0	0	0	0	13	0	0	0
NM_001033215	0.5	0.5	0.5	0.5	17.5	0	0	1.5	0	28	4.5	6.5	0	1	0.5	0
NM_001033217	33	1	22	5	5	13	0	1	15	3	30	50	88	5	11	46
NM_001033219	113.66667	29	44	48	85	45.66667	29	113	103.5	208	181.5	97	93.5	138	167	46
NM_001033220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001033221	0	0	0	0	29	0	18	20	0	7	0	0	0	0	0	16
NM_001033222	2186.5	689	1704	1133	2269	2200	1184.5	4687	5145	5422	4886	7374.5	4064.5	3850.5	4100	2279
NM_001033223	14	0	0	0	66	20	0	44	22	37	41	0	43	0	43	42
NM_001033225	545	262	320	220	438	531	289	566	617	1005	871	1155	729	313	677	69
NM_001033226	0	0	0	0	10	3	30	0	2	16	1	26	8	0	0	0
NM_001033227	0	10	0	0	0	0	6	0	0	0	1	0	0	0	0	0
NM_001033228	473	163	247	133	552	530	149	1823	422	2660	3339	4932	151	100	1711	137
NM_001033229	0	1	0	0	0	0	17	0	21	36	0	0	0	0	0	20
NM_001033231	49	6	13	24	7	0	8	43	36	147	148	152	117	67	57	51
NM_001033233	0	0	0	0	20	26	0	0	0	0	0	0	43	0	0	0
NM_001033234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001033235	0	3	0	0	9	0	0	0	16	0	0	0	0	0	0	0
NM_001033236	23	17	4	14	21	21	27	126	171	47	85	146	94	50	55	20
NM_001033237	408.04245	165.43535	318.20056	221.0602	189.35568	205.78868	74.96664	361.37728	365.42448	736.84359	458.88666	928.33457	543.47545	607.26487	536.11744	357.04507
NM_001033238	352	118	90	47	83	54	177	327	655	929	780	738	507	88	291	161
NM_001033239	0	2	0	0	10	16	1.5	0.5	34	0.5	1	0	0	0	2	0
NM_001033240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001033241	16	10	0	30	18	0	0	2	26	40	7	28	0	0	28	11
NM_001033242	254	69	164	54	275	148	86	194	150	373	373	489	236	217	204	151
NM_001033243	7	1	0	20	9	0	1	0	24	13	9	33	48	0	39	20
NM_001033244	379	105	180	227	83	168	54	383	298	429	484	1003	546	281	500	252
NM_001033245	1676	882	1382	911	569	1311	581	2888	2453	4280	3854	5729	2911	2898	2804	1528
NM_001033246	0	0	0	0	2	0	8	0	23	38	0	0	26	18	0	33
NM_001033247	14	17	0	0	17	13	22	35	0	7	1	49	34	17	26	47
NM_001033248	0	0	0	0	0	0	14	0	0	0	0	0	0	18	0	0
NM_001033249	67	0	22	6	15	11	15	10	1	51	21	38	68	7	22	19
NM_001033250	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
NM_001033251	21	7	0	0	22	30	13	7	0	45	14	33	0	44	21	25
NM_001033252	0	0	0	0	0	1	13	1	38	0	0	0	0	0	0	0
NM_001033253	30	40	11	21	399	114	147.5	198	364	546.5	226.5	285	283	208.5	179	25
NM_001033254	1	0	0.02	0.2	1.09461	4	9	0	0.01961	0	0	0.85714	16.02	0	0.1	1.46154
NM_001033255	0	0	0	0	18	0	0	0	0	35	0	0	16	0	0	0
NM_001033256	15	22	54	6	39	14	0	2	21	63	101	144	62	11	72	23
NM_001033257	1156	448	762	549	481	955	418	2309	1696	1713	1209	1587	1245	690	1271	413
NM_001033258	45	13	20	18	22	35	0	0	50	0	22	8	23	34	0	10
NM_001033259	267	108	149	116	219	157	192	670	397	652	522	911	383	401	635	239
NM_001033260	24	0	0	0	6	7	0	32	0	4	19	0	41	0	0	9
NM_001033261	1850	638	1244	995	1395	1145	1224	3923	3543	5549	4294	5760	4155	2737	2594	2856
NM_001033262	0	0	0	0	0	0	0	8	0	10	4	0	0	0	0	0
NM_001033263	569	151	234	163	167	492	134	1085	1148	1248	1210	1272	832	582	769	371
NM_001033264	0	0	0	0	7	0	0	13	0	18	19	0	0	18	6	1
NM_001033266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001033267	0	0	0	0	5	0	0	0	0	0	0	0	5	8	0	0
NM_001033268	2679	654	1673	984	754	972.5	663	1907	2365	3399	3478	4202.5	2858.5	1993	2151.5	1247
NM_001033269	0	0	0	0	14	2	0	4	0	0	0	0	0	0	0	0
NM_001033270	428	155	260	229	373	221	111	433	377	550	943	977	855	457	693	391
NM_001033271	180	81	146	58	102	72	76	234	107	227	177	429	226	148	208	99.5
NM_001033272	537	209	285	263	1351	402.23077	556.06667	2082	1197.03125	1872	1876	2112	1133.11429	1344	1074.66667	525.07143
NM_001033273	342	166	245	264	298	359	315	743	609	1181	1130	1011	726	320	554	174
NM_001033274	1329.5	499	991.5	682.5	540	500	302.5	1420	1279.5	1750.5	1823.5	2703.5	1896.5	1176.5	1395	770
NM_001033275	963.5	388	827.5	432	572	585.5	506	1558.33333	1664.5	2818.5	2048.5	3292.5	1891	1216.5	1666	979
NM_001033276	2226.51754	1272	1331.61111	1029	2919	1926	990.5	4067	3584.5	8466	5542.11111	7059.51639	4178.07692	3477	3541.11111	4310
NM_001033277	136	45	68	70	145	121	290	142	240	586	316	518	213	119	151	96
NM_001033279	587	238	375	349	382	249	413	689	612	1246	877	752	761	540	651	391
NM_001033280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001033281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NM_001033283	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
NM_001033284	105	19	0	15	11	37	28	55	35	88	215	252	70	155	101	55
NM_001033285	167	55	54	56	65	12	34	30	5	7	27	17	133	145	33	386
NM_001033286	1	0	0	0	7	0	0	0	23.33333	0	19.04	22	46	0	10	47
NM_001033288	6	0	0	0	5	39	0	3	0	12	33	7	0	0	0	14
NM_001033289	0	0	0	0	0	0	22	0	13	25	5	24	9	0	0	10
NM_001033290	0	4	1	7	12	15	1	28	36	27	4	1	5	0	14	14
NM_001033291	207	61	121	79	104	81	82	217	198	316	320	422	216	111	139	185
NM_001033292	3	0	0	0	5	0	0	0	9	0	1	12	13	22	0	7
NM_001033293	143	67	163	55	83	75	47	166	170	182	323	322	193	183	147	94
NM_001033294	133	102	286	48	122	43	75	213	117	207	333	345	417	259	79	142
NM_001033296	0	11	0	0	0	0	0	0	12	0	0	0	0	0	0	0
NM_001033297	22	1	28	3	1	9	0	0	0	52	33	11	42	1	1	11
NM_001033298	280	69	93	93	83	140	73	537	396	530	423	675	480	440	399	130
NM_001033299	864	314	431	325	536	548	484	1558	1556	2281	1744	2388	1272	755	1146	832
NM_001033300	1381.83333	455	608.5	413.33333	467.16667	348.5	156	761	492.66667	771	1253.5	1632.83333	1465	907.5	909.5	387.5
NM_001033301	0	1	7	0	0	3	9	0	123	30	17	20	20	0	0	14
NM_001033302	21.5	5	0	11	21	7	0	32	8.5	2	88	45	15.5	18.5	43	12
NM_001033303	0	0	0	0	7	21	0	0	0	5	0	0	0	0	0	0
NM_001033304	0	0	0	0	16	21	0	10	0	11	0	15	0	25	0	1
NM_001033305	41	4	57	14	3	3	15	55	2	45	103	50	45	26	41	14
NM_001033306	1	10	0	0	5	0	0	0	20	39	27	47	6	20	12	46
NM_001033308	768	279	411	308	934	680	1021	1415	1350	2203	1733	2940	1273	391	1471	369
NM_001033310	23	8	28	4	11	1	10	3	10	66	14	67	70	0	27	16
NM_001033311	7.10013	4	0	0.11475	33.18415	9.08333	0.33126	53.13636	14.3099	80.36203	13.17585	18.45833	56.4265	28.01695	43.30815	7.86432
NM_001033312	4	1	36	3	6	0	2	0	0	85	9	24	10	17	5	2
NM_001033313	3205.5	1358	3164	1417.5	767	1067	651.5	2301	1775	4151.5	3508	4095	3808.5	2736	2673	1347
NM_001033314	90	31	54	39	47	70	32	186	92	265	195	216	155	239	165	200
NM_001033315	0	0	0	6	10	14	0	0	0	6	0	0	10	0	35	0
NM_001033316	1	3	0	0	21	0	0	0	0	0	0	5	0	0	0	0
NM_001033317	0	0	0	0	28	17	15	0	0	17	12	8	0	0	0	0
NM_001033318	223.26639	127.53737	139.86364	109.01429	41.27871	126.17747	77.20479	301.13311	411.29258	487.13102	460.49813	485.91868	460.42872	317.10815	243.64925	144.62806
NM_001033319	1101	340	650	577	569	515	242.5	1048	1609.5	1846	1786	2649	1973.5	1299.5	1217.5	1028
NM_001033320	3	1	48	3	73	71	55	248	168	89	19	32	39	14	30	42
NM_001033321	0	0	17	0	17	0	0	0	0	0	11	0	0	0	0	0
NM_001033322	3.01923	14	10	16	136	34.03846	14	23	33.05085	39.51604	0.125	28	9	18	29	31.07937
NM_001033323	0	8	0	0	14	0	0	0	0	0	0	0	0	0	0	4
NM_001033324	210.75	71	98	111	41.08	54	64.25	334.08824	479	534.16667	397	381.125	97	14	114	244.25
NM_001033325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001033326	101	36	60.04	46	62	47	20	74	94	194	271	223	117	154	181	106.1087
NM_001033328	74	29	53	10	24	37	6	72	45	157	84	104	93	98	37	35
NM_001033329	19	0	0	1	18	0	64	0	0	29	82	0	15	3	1	39
NM_001033330	0	0	3	0	40	31	53	0	12	55	0	19	25	16	0	31
NM_001033331	768.67754	307.55092	585.07152	462.70841	360.09181	321.22202	132	768.32733	625.76024	908.3011	777.28134	1134.18196	796.27397	749.82365	752.26879	216.55514
NM_001033332	41.5	0	12	0	31.5	13	23.5	3.5	26	24	40	25	68	9.5	0	6.5
NM_001033333	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0
NM_001033334	0	0	0	0	2	0	15	0	0	2	9	0	0	0	0	0
NM_001033335	7.5	12	2.5	14.5	20.83333	1	106.2	5	36	38	21	8.6	15	0	17.5	0
NM_001033336	908	305	580	257	240	368	179	834	771	1292	1346	1563	654	493	761	353
NM_001033337	33.01449	1.05	0	25	47.62857	6.22083	18.24021	41.83333	161	93.375	72.03598	194.01754	51.6	55	73	52.66806
NM_001033338	24	7	0	3	25	6	17	57	45	6	14	23	4	0	6	3
NM_001033339	0	2	0	0	149	57	78	33	70	507.2	117	144	1	81	136	50
NM_001033340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NM_001033341	1005	341	492	414	520	616	218	1290	1126	1563	1574	2075	1459	1233	1304	1168
NM_001033342	75	50	112	102	151	97	71	374	257	686	346	510	242	185	287	133
NM_001033343	7	17	0	6	40	0	0	0	25	34	2	22	3	33	55	10
NM_001033344	1	0	0	0	32	18	0	0	4	15	0	8	7	0	0	22
NM_001033345	0	5	0	0	22	0	0	0	0	0	0	0	0	4	7	0
NM_001033346	0	0	0	0	17	0	17	23	0	47	0	0	0	4	0	22
NM_001033347	0	10	0	2	33	3	3.33333	25	1	28	1	14	15	1	0	1
NM_001033348	260.25758	39.01053	206	55	177.88889	196.82271	110.0996	218.17424	317.05143	619.32524	569.72578	568.90263	396.01953	243.6	362.36671	149.80534
NM_001033349	0	0.5	0	0	8.33333	0	9	14	0	0	21	0	0	0	6	30
NM_001033350	10	1	9	9	43	33	32	57	183	120	62	157	361	284	180	153
NM_001033351	0	0	0	4	5	12	0	0	0	0	0	23	0	0	0	3
NM_001033352	101	32	15	14	10	42	34	73	67	102	51	201	85.33333	166	63	24.5
NM_001033354	1	0	0	0	7	5	2	2	4	28	11	27	0	0	0	0
NM_001033355	949	294	433	239	130	207.83333	147	643.33333	236	478	536	666	1702	874	444	766
NM_001033356	0	0	0	0	0	7	0	0	11	0	0	0	2	26	0	0
NM_001033359	0	3	0	0	1	0	0	0	0	3	0	0	14	0	0	0
NM_001033360	0	19	0	0	6	31	30	10	14	17	15	0	16	0	0	14
NM_001033361	0	0	0	0	15	27	0	26	0	55	0	24	6	0	28	15
NM_001033362	0	11	5	0	4	14	29	0	64	36	59	34	6	0	22	18
NM_001033364	0	0	0	0	18	6	10	0	0	0	0	0	0	0	0	5
NM_001033365	0	0	0	0	0	0	0	0	0	0	0	0	0	6	21	0
NM_001033366	0.33333	0	0	0	41.25	0	29	8	0	0	1	0	1	22	0	3
NM_001033367	309	92	171	229	259	229	80	420	499	485	733	1011	751	507	510	335
NM_001033369	0	21	0	0	128	33	29	28	26	79	0	23	33	23	7	14
NM_001033371	1	0	0	0	0	0	0	0	0	22	0	15	0	0	5	0
NM_001033372	0	0	17	0	0	0	0	0	0	16	0	0	0	0	0	0
NM_001033373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
NM_001033374	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NM_001033375	829	235.06667	298	332	644.06667	417	317	785.01639	799.04348	1398.06667	1360	1419.18803	1462	612	1012.06667	459.06667
NM_001033378	161	39	93	111	136	224	136	392	586	609	357	857	267	238	207	269
NM_001033379	99	20	56	31	43	46	19	48	144	110	281	257	171	47	150	105
NM_001033380	259	104	166	100	341	424	188	855	900	1206	892	1929	1155	932	904	372
NM_001033382	20	0	0	0	3	0	0	1	29	6	0	24	20	23	111	0
NM_001033383	87	42	76	100	99	78	18	131	167	128	93	209	261	47	91	73
NM_001033385	141	40	115	79	79	42	39	130	62	235	205	277	243	66	149	130
NM_001033389	241	156	122	52	54	81	120	249	128	375	219	256	495	455	245	103
NM_001033391	12	1	0	0	27	106	10	67	40	64	33	46	0	7	60	0
NM_001033393	129	41	66	37	103	66	78	306	323	385	207	264	239	124	178	59
NM_001033394	0	0.57143	0.05882	7.02941	66.67763	57	20	17.125	0.125	6.375	4.06654	1	41.06968	1.14286	0.01724	20.04762
NM_001033397	0	0	6	0	10	0	11	0	0	0	18	0	4	0	0	0
NM_001033399	139	94	92	98	238	189	96	309	226	453	515	709	204	114	357	139
NM_001033400	0	0	20	0	0	0	0	44	0	7	0	5	0	0	3	0
NM_001033404	0	0	0	0	0	0	0	0	10	0	0	0	0	7	25	0
NM_001033405	1157	365	638	493	739	1028	1038	2068	2363	2354	1878	2334	1363	1183	1436	800
NM_001033407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001033408	28	20	0	0	23	0	26	84	1	1	29	0	509	0	0	0
NM_001033409	9	0	0	0	15	1	5	39	20	0	88	69	108	60	39	25
NM_001033410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
NM_001033411	0	0	0	0	5	0	0	0	0	13	0	0	0	0	0	0
NM_001033412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001033415	5	0	0	10	12	10	0	0.2	16	52	0	0	2	0.07143	0	0.25
NM_001033416	70	15	47	26	131	98	48	248	68	211	218	406	170	128	75	147
NM_001033418	0	0	0	0	0	7	3	0	32	0	0	0	24	0	18	0
NM_001033419	0	0	0	0	0	11	1	0	25	77	11	46	0	27	6	11
NM_001033420	989	306	453	268	289	355	91	575	868	308	207	545	1277	1165	425	311
NM_001033421	0	0	0	8	33	29	5	30	0	0	1	3	0	0	15	1
NM_001033422	3936.5	1443.5	2379	1935	2144	1981	1384	4850	4580	7024	6671.5	9175	6723	4676.5	4601	3091.5
NM_001033423	0	0	0	0	0	0	10	0	8	5	20.5	0	0	0	0	0
NM_001033424	1	0	0	1.5	24.66667	22.5	0	22	0	0	0	38.75	12	0	0	4.5
NM_001033425	1	0	0	0	11	0	14	0	9	0	0	0	0	0	0	0
NM_001033426	0	0	0	0	3	0	0	23	0	0	0	0	0	0	0	4
NM_001033427	0	0	3	0	56	13	11	44	0	0	0	0	0	0	0	1
NM_001033428	0	0	0	0	9	9	0	0	5	15	11	0	26	0	0	0
NM_001033429	0	0	0	1	15	0	0	70	0	0	0	32	0	7	0	0
NM_001033430	568.70952	176.8	327.91852	248	2410.73763	2014.55	2114.38209	3893.46694	5504.93055	5000.09891	3803.97293	3630.326	1478.33611	1256.61616	2861.99555	513.72935
NM_001033431	16	2	1	0	84	104	110.5	420.5	145	140.5	144	192	52	88	138	23
NM_001033432	266	100	126	82	232	226	247	446	522	471	546	839	180	315	450	150
NM_001033433	0	0	0	0	0	0	0	0	0	3	8	20	55	41	0	25
NM_001033434	0	1	0	5.5	31	19.5	0	4	27	0	0	13	14	0	0	1
NM_001033435	505.03448	114	209.5	103	199	191	250	581	517.25	1176	1270	1571	1056.33333	248	639	236
NM_001033436	558	140	303	163	442	458	249	1113	1420	2265	1233	1968	1413	722	870	662
NM_001033437	0	0	0	0	15	14	0	0	0	0	0	24	0	0	0	0
NM_001033438	5.58333	5.66667	0	0	25	11	4.46667	9	7.27381	2.71429	0	13.25	0	0	1	22.33333
NM_001033439	267	69	64	90	198	155	178	330	385	618	461	663	399	195	195	186
NM_001033440	0	0	13	1	39	0	0	0	0	31	0	17	1	0	4	0
NM_001033441	131	36	23	55	47	42	50	98	60	291	298	243	55	141	86	51
NM_001033442	102.5	42	92	55.5	45	80.5	22	311	97	333.5	271.5	518.5	256	207	180	153
NM_001033443	0	0	0	0	26	0	4	31	10	21	3	54	28	6	18	17
NM_001033444	0	0	0	0	36	0	0	18	1	0	20	0	0	0	0	0
NM_001033445	35	13	6	0	10	0	21	8	12	0	0	18	1	0	0	11
NM_001033446	0	7	0	25	9	7.5	17	0	0	0	0	9.5	17	0	0	1
NM_001033447	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
NM_001033448	21	30	69	5	75	70	44	134	134	344	240	325	157	167	178	156
NM_001033449	154	23	7	10	9	11	9	31	48	85	42	46	41	61	82	25
NM_001033450	285.83333	150.5	193.83333	138.58333	242.5	119.16667	480.83333	156.58333	174.16667	146.66667	151.66667	23.66667	205.16667	127.33333	198.33333	65.83333
NM_001033451	101	63	64	46	124	88	47	179	228	169	275	284	204	88	230.2	137
NM_001033452	0	0	0	0	0	15	0	0	21	0	0	15	15	0	0	11
NM_001033453	95	20	62	42	44	51	14	69	57	117	112	196	143	59	65	33
NM_001033455	0	0	0	0	2	1	0	0	0	0	0	10	0	0	0	0
NM_001033457	901	548	826	869	355.09091	472	394	1226	988	2580	2050.55568	2305.16667	1883	1597	1116.71497	786.5
NM_001033458	16	0	0	0	0	0	0	21	3	10	0	0	3	1	0	0
NM_001033459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001033460	0	15	33	0	0	0	0	1	0	0	2	0	0	0	6	14
NM_001033461	0	8	0	0	0	0	0	0	0	11	13	0	0	0	0	10
NM_001033463	1016	392.5	643	464	728	592	433.5	1605.5	1343	1895	1799	2471	1788.5	1596.5	1406	760
NM_001033464	121	42	77	56	72	117	39	447	312	357	292	388	254	381	309	272
NM_001033465	0	0	0	0	11	0	1	0	21	24	69	54	12	0	11	0
NM_001033466	162.5	39	85.5	69.5	108	123.5	41	105.5	230	86.5	224.5	217	197.5	143.5	117	94.5
NM_001033468	0	0	1	0	10	24	49	0	0	0	11	0	1	1	0	0
NM_001033469	0	0	0	0	4.53893	5.04348	4.58707	0	0.04348	5	0.01235	0	0	0.42857	0	6.16667
NM_001033471	0	0	0	0	18	0	0	0	0	23	0	0	0	9	0	19
NM_001033472	365	198	177	120	168	135	71	166	295	623	454	828	619	302	297	167
NM_001033473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001033474	898	413	590	422	545	495	235	1538	1034	1693	1499	1370	1406	1216	916	617
NM_001033475	106	103	77	87	91	168	159	494	489	1014	603	777	458	295	329	157
NM_001033477	0	0	0	3	0	0	0	24	0	0	0	0	0	19	0	1
NM_001033478	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
NM_001033479	0	8	0	0	9.5	0	0	0	0	0	0	2	0	0	0	5
NM_001033481	3	0	30	0	5	0	2	32	0	41	15	0	22	0	4	18
NM_001033484	445	131	224	209	147	270	93	509	468	600	743	922	830	437	469	308
NM_001033485	0	1	1	0	1	22	10	17	0	0	0	0	6	0	0	22
NM_001033488	11	0	0	0	33	16	31	5	27.5	8	0	1	6	0	17	24.33333
NM_001033489	18	0	0	0	15	0	0	0	12	0	15	0	0	0	0	0
NM_001033490	36	3	39	18	50	0	0	49	16	111	62	43	55	83	15	9
NM_001033491	0	0	0	0	13	21	0	0	0	0	12	13	0	0	0	0
NM_001033492	0	5.5	0	0	15.5	6	4.5	0	9.6	6	0	0	3	0	0	2.5
NM_001033493	0	0	20	0	15	9	0	0	0	39	4	0	0	0	0	14
NM_001033496	10	4	57	0	12	56	5	13	57	15	49	17	114	49	32	24
NM_001033498	0	0	0	0	0	0	10	0	11	0	0	0	0	0	2	0
NM_001033499	1	0	0	0	9	0	0	30	0	23	15	9.5	9	7.5	0	9
NM_001033500	0	0	8	0	14	6	7	33	0	0	0	0	6	0	0	11
NM_001033525	78	39	12	82	164	110	43.06667	310	145.13969	245.34524	448	263.28571	413.56628	238	221.11436	179
NM_001033528	561	277	346	199	252	249	144	464	435	787	805	969	663	554	409	571
NM_001033530	68.5	33	29	8	49	43.5	0	156	47.5	39.20833	99	136	43.5	52	46.47619	44
NM_001033531	15	0	0	8	17	0	0	16	0	0	0	0	2	14	0	8
NM_001033532	230	49	55	74	191	187	141	288	297	500.5	584.5	853	403	213	381	285
NM_001033533	16	3	2	26	32	47	0	65	15	175	36	156	26	42	126	11
NM_001033534	132	45	85	68	57	12	0	180	43	94	84	111	54	39	112	13
NM_001033535	0	9	23	0	0	10	0	62	14	0	0	0	16	0	2	14
NM_001033536	1283.5	276	507.5	412	335	258	171	885	759.5	1200	1237	1987.5	1049	669	1002	448
NM_001033537	7	0	0	0	1	20	13	6	15	0	19	33	5	1	14	0
NM_001033538	0	0	0	1	13	4	15	105	8	274	183	253	28	93	75	6.42308
NM_001033539	828	264	316	289	20	209	10	668	174	79	535	512	809	156	431	153
NM_001033540	18.29879	3	6.0625	8.35606	44.25	41.61886	1.03513	3.70218	27.33255	51.81976	22.04348	30.12457	1.16003	0.08333	65.86667	26.07143
NM_001033541	0	0	0	0	0	18	0	0	10	0	0	8	2	0	0	8
NM_001033542	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0
NM_001033543	5	8	5	6	4	0	27	66	52	47	72	33	24	22	35	33
NM_001033547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001033548	31	31	0	0	0	0	0	8	1	21	5	10	0	3	0	9
NM_001033550	124	66	68	90	74	19	21	44	171	224	205	145	80	28	145	23
NM_001033573	233	109	157	78	68	30	116.5	112	170	497	363	400	252	288	313	117
NM_001033597	0	0	0	0	7	24	0	0	0	0	15	23	0	0	0	9
NM_001033598	0	0	0	0	7	24	0	0	0	0	15	23	0	0	0	9
NM_001033599	0	0	0	0	7	24	0	0	0	0	15	23	0	0	0	9
NM_001033600	396	132	168	131	490	128	200	431	264	642	754	877	306	265	399	116
NM_001033606	269	57	62	165	94	107	51	184	110	353	186	725	163	126	223	49
NM_001033621	0	0	0	8	4	0	0	0	13	3	0	0	4	0	17	17
NM_001033630	82	17	57	60	42	22	5	192	106	218	182	222	166	190	115	58
NM_001033632	15	0	1	1	132	172	701	322	624	412	263	200	24	111	179	19
NM_001033633	9	0	42	0	28	23	9	0	0	65	0	0	69	3	36	14
NM_001033634	596.22379	183.68436	374.31607	375.21911	592.15402	209.54092	262.41086	727.14919	946.7438	1185.77736	1075.92539	1235.16088	1227.05416	693.3739	771.122	320.68339
NM_001033636	18.54545	0	1.33333	26.60839	21.55233	23.17949	28.42821	11	30.60513	13.2119	3.36364	1.98182	1.63077	0	0.9	49.55556
NM_001033638	1.33333	3.5	0	0	4	0	21.66667	0	0	0	0	0	0	0	0	0
NM_001033654	362	89	214	94	147	82	69	254	173	234	301	465	343	182	324	119
NM_001033668	3	44	1	1	8	24	15	37	10	62	0	0	0	12	13	26
NM_001033669	40	0	8	0	3	7	0	1	0	15	22	83	48	15	19	0
NM_001033711	91	15	79	24	315	265	206	389	296	859	665	642	530	225	499	182
NM_001033713	540	107	311	162	608	666	312	772	1124	2738	1757	2735	1409	519	1236	401
NM_001033759	383	102	155	48	366	380	177	1196	754	926	1094	1122	1092	1207	750	1273
NM_001033764	0	9	1	17	49	0	0	0	65	24	0	0	0	32	0	14
NM_001033765	0	0	0	0	10	0	0	0	0	0	0	0	0	0	15	2
NM_001033766	0	0	0	0	0	0	0	0	0	0	13	0	0	2	0	0
NM_001033767	0	0	0	16	4	0.05319	14.04255	22.13877	0.45205	2.16667	0.30787	4.43788	0	0	0.06618	14
NM_001033768	0	0	0	0	0	12	0	0	0	0	0	0	18	0	0	0
NM_001033769	0	0	0	0	0	0	3	0	31	0	0	0	37	0	0	0
NM_001033770	0	0	0	0	0	5.66667	0	0.25	0	1.71429	0	0	0	0	1.25	0
NM_001033773	0	0	0	0	0.21053	16	0.03704	0	3.6	2	0	0	0	0	0	5
NM_001033774	4	0	0	0	14	5	0	0	31	0	0	0	0	0	0	0
NM_001033775	0	0	0	0	23	0	0	5	0	0	0	0	0	0	0	0
